lead_time,no_of_special_requests,avg_price_per_room,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
153,0,85.0,6,7627,30,4,3,1,0,0
76,1,69.3,4,802,21,4,1,0,3,1
1,0,65.0,4,11524,1,2,1,0,0,1
36,0,168.73,12,6699,28,4,4,0,0,1
82,0,85.5,6,31253,23,4,1,0,3,0
26,0,79.2,12,17017,19,4,2,1,3,0
0,0,106.0,2,33870,13,4,1,1,0,0
66,0,108.11,6,22209,17,4,1,0,0,0
182,1,122.4,10,12503,6,4,3,1,0,0
4,2,176.0,3,20562,26,4,1,2,0,1
16,2,163.17,11,24204,6,4,1,2,0,1
299,0,100.3,9,35555,17,4,5,2,0,0
4,1,0.0,1,11922,9,1,1,1,2,1
79,0,143.1,7,24964,9,4,3,2,0,1
73,0,116.1,5,20342,31,4,2,0,3,0
21,1,96.0,12,32107,24,4,1,2,0,1
136,0,80.75,6,8842,28,4,5,2,3,1
113,1,58.0,3,6235,25,3,2,1,0,1
207,0,113.4,12,34320,30,4,2,1,0,1
3,0,107.0,3,3831,4,4,2,0,0,1
30,2,146.1,7,20302,15,4,4,2,0,1
102,0,101.5,10,12978,16,3,2,0,1,0
83,0,46.67,3,2595,12,3,4,2,0,1
167,2,85.0,11,6100,19,4,3,2,0,1
0,0,0.0,6,28715,15,1,1,0,0,1
20,1,12.0,8,4778,5,4,1,0,0,1
213,0,130.0,6,13236,7,3,3,0,0,0
59,1,88.4,11,2408,28,4,3,1,0,1
180,2,82.08,8,35921,15,4,5,2,0,1
141,1,137.7,7,35636,16,4,1,1,0,1
15,0,79.0,2,34902,12,4,2,0,3,0
124,4,163.8,9,6552,4,4,1,2,1,1
39,0,109.0,8,26845,14,3,2,0,1,1
195,1,106.03,8,213,13,4,1,2,0,0
115,0,76.0,2,7726,27,3,2,2,0,1
158,0,107.0,4,12607,12,4,3,0,0,0
45,1,94.5,4,31082,13,4,2,0,3,1
46,0,86.4,12,16723,7,4,3,0,0,0
301,1,115.0,7,11501,30,3,1,1,1,0
7,0,117.0,12,6886,31,4,4,2,0,1
1,0,82.0,1,24380,7,4,1,0,0,1
136,1,105.3,8,13019,3,4,3,0,0,1
32,0,70.0,12,18069,27,3,5,1,0,1
50,0,89.1,10,19718,20,4,1,0,3,0
38,0,170.1,5,24688,30,4,1,1,0,0
56,0,75.0,11,34763,14,3,2,1,0,1
147,2,129.6,9,4147,25,4,2,2,0,1
17,0,171.0,2,18172,23,4,4,0,0,1
41,0,85.67,3,2703,13,2,1,2,0,1
74,0,101.5,9,15230,18,3,2,0,1,1
175,1,85.5,7,17311,23,4,1,1,3,1
5,0,130.13,4,9272,28,4,1,0,1,1
33,2,96.3,10,12357,19,4,1,1,0,1
0,0,95.0,10,11942,10,2,0,1,0,1
48,0,121.5,5,12723,29,4,0,2,0,0
40,1,126.9,5,13118,13,4,2,2,0,1
0,1,96.0,12,23637,1,4,2,0,0,1
10,1,87.0,1,1666,15,4,2,0,0,1
11,1,93.0,2,16215,6,4,1,0,0,1
258,0,106.2,9,10708,15,4,3,0,0,0
9,0,221.0,6,10670,10,4,2,1,0,0
49,0,93.15,7,27013,11,4,0,1,3,0
213,0,130.0,6,16050,7,3,3,0,0,0
15,0,164.0,9,3270,28,4,1,0,0,1
12,0,81.0,8,5300,22,4,1,0,3,1
14,1,0.0,9,31015,12,1,0,1,0,1
100,1,91.51,9,9579,5,4,3,1,3,0
5,1,93.5,11,12932,15,4,2,2,0,1
64,0,130.0,5,10990,17,2,2,0,0,1
4,3,122.0,8,35309,17,4,3,1,0,1
101,4,100.2,10,19271,24,4,2,1,0,1
95,0,149.58,7,25244,30,4,6,4,0,0
113,0,121.5,8,23340,1,4,1,1,0,0
0,1,0.0,4,12908,7,1,1,0,0,1
28,0,90.98,8,2891,29,4,3,1,0,1
40,1,67.5,2,32758,14,4,1,2,3,0
46,0,48.6,2,12163,13,4,1,0,3,0
8,0,151.0,8,16155,6,4,1,2,0,0
95,1,80.61,12,9006,24,4,4,2,3,1
183,1,110.0,9,11444,8,3,3,0,0,0
74,0,109.0,9,22842,18,3,2,0,1,1
69,1,150.3,3,24482,12,4,1,1,0,0
63,0,177.75,9,20868,2,4,2,1,1,0
257,0,101.5,7,8992,1,3,2,0,1,0
3,1,107.0,8,35903,11,4,2,0,0,1
11,1,150.0,11,25715,5,4,1,0,0,0
8,1,52.0,12,21570,26,3,2,2,0,1
57,1,64.37,11,24284,11,4,2,1,3,1
105,0,75.0,4,9555,6,3,1,0,0,0
137,2,101.53,6,20099,13,4,1,1,0,1
53,1,119.1,4,35929,25,4,2,1,0,0
56,0,88.01,7,7918,11,4,0,1,0,1
116,2,79.2,12,21791,17,4,1,2,3,1
62,0,63.75,3,283,9,4,4,0,3,0
0,0,75.0,7,30144,22,2,1,0,0,0
27,0,120.0,6,11483,9,3,1,0,0,1
1,1,79.0,1,2250,29,4,1,0,3,1
71,0,120.0,6,2259,14,3,3,0,0,1
5,2,221.38,10,3139,1,4,2,2,0,1
70,0,100.0,6,18476,3,3,2,0,0,1
96,3,100.13,10,9789,24,4,3,1,0,1
20,0,66.0,2,36024,21,3,2,2,0,1
118,0,187.85,5,17538,24,4,4,0,0,0
303,1,73.95,12,7907,6,4,4,0,0,0
37,0,105.0,10,1628,13,3,3,0,0,1
4,0,108.8,6,9939,10,4,2,0,0,0
132,3,179.0,10,14876,21,4,1,0,0,1
24,0,285.17,5,10709,21,4,1,2,0,0
43,0,69.53,2,3702,5,4,2,1,0,0
18,3,139.0,10,31589,10,4,0,1,0,1
181,2,162.15,8,10644,23,4,5,0,1,0
21,1,139.0,8,23422,9,4,3,0,3,1
0,0,160.0,9,611,27,2,1,0,0,1
166,0,110.0,11,30712,1,3,3,0,0,0
88,1,127.8,7,8030,5,4,5,2,0,1
0,0,129.0,8,23174,18,4,1,0,3,1
386,1,115.0,10,35428,23,3,0,2,1,0
66,0,75.0,10,20614,9,3,2,1,0,1
418,0,75.0,9,27361,26,3,2,1,0,0
3,0,94.0,1,35625,3,3,0,1,0,1
22,3,109.25,9,25117,17,4,3,1,0,1
38,0,99.0,6,8137,1,4,2,0,0,1
142,1,79.2,12,7229,22,4,2,0,3,1
10,1,121.0,6,32643,9,4,1,0,0,1
48,2,154.98,9,2316,26,4,4,1,0,1
179,0,93.5,9,35080,20,4,0,1,0,0
0,1,124.0,8,21858,22,4,1,2,0,1
203,0,120.7,12,4396,30,4,2,2,0,1
48,1,126.0,9,1675,4,4,0,2,0,1
199,0,102.85,12,33076,28,4,4,0,0,1
72,0,108.0,9,2967,18,3,1,0,1,1
41,0,85.67,3,17744,13,2,1,2,0,1
55,2,124.1,3,4012,20,4,3,2,0,1
225,0,106.25,10,3329,17,4,4,1,0,0
252,1,69.42,12,13770,28,4,7,2,3,0
23,0,133.95,6,8980,12,4,0,1,0,1
433,0,70.0,9,14486,8,3,3,0,0,0
120,2,88.38,8,35702,20,3,5,2,1,1
116,0,76.0,2,21911,28,3,2,2,0,1
12,1,177.0,5,3794,7,4,1,0,0,1
70,1,85.0,7,11010,11,3,5,1,0,1
148,1,112.2,8,7514,1,4,4,1,0,0
19,1,77.25,12,22939,23,4,1,0,0,1
236,2,106.25,10,20640,20,4,3,2,0,0
175,1,100.66,8,35762,16,4,5,2,0,0
69,0,120.0,6,17704,12,3,4,2,0,0
158,0,198.9,5,34581,25,4,4,0,0,0
64,0,130.0,5,5025,17,2,3,0,0,1
8,1,99.0,8,28287,16,4,0,1,0,0
37,1,131.03,7,18671,20,4,4,0,3,1
214,2,96.9,9,33279,30,4,2,2,3,1
89,2,96.0,12,19343,10,4,1,1,0,1
169,0,63.5,4,12001,22,3,2,2,0,1
103,0,94.5,7,31971,18,3,1,2,1,0
164,0,100.0,10,20385,2,3,2,0,0,1
110,0,159.3,8,4376,12,4,3,2,0,0
166,0,110.0,11,5800,1,4,3,0,0,0
47,0,91.8,3,10243,10,4,3,0,0,0
12,0,71.0,1,31817,19,3,2,0,0,1
39,0,87.0,8,22396,14,3,2,0,1,1
138,0,94.5,8,31949,22,3,1,2,1,0
253,1,140.4,10,31122,7,4,2,1,0,0
128,0,103.5,7,32767,7,4,3,0,3,0
3,0,87.78,10,34947,22,4,1,0,3,1
3,0,119.0,4,23106,28,4,1,0,3,1
49,1,192.6,9,24672,19,4,3,1,1,0
92,0,60.0,12,12551,22,3,4,0,0,1
17,1,117.04,10,16221,7,4,2,2,0,1
4,2,67.58,12,25549,20,4,4,0,3,1
7,2,125.8,12,49,29,4,3,1,0,1
11,1,133.5,5,29191,8,4,2,2,0,1
201,2,96.3,10,31058,16,4,1,2,0,0
261,0,68.51,12,25567,26,4,7,3,3,0
34,0,224.67,9,26863,23,3,3,0,1,0
14,0,100.0,10,23701,15,3,2,0,0,1
274,1,96.5,7,11398,31,4,1,2,0,1
127,1,79.2,11,5799,12,4,1,2,3,0
107,1,111.3,8,6902,5,4,2,1,0,1
33,2,78.5,3,16227,5,4,1,2,0,1
86,0,105.0,9,27508,24,3,2,0,0,1
12,0,133.33,3,15644,2,4,3,0,0,1
39,1,70.87,11,30350,12,4,11,5,3,0
190,1,99.95,7,13617,24,4,2,2,0,1
10,2,90.0,8,24066,20,4,2,0,3,1
112,1,115.52,5,11699,5,4,3,1,0,1
1,0,60.0,2,15308,28,3,1,2,0,0
217,2,90.1,5,21362,25,4,4,0,0,0
1,0,98.1,9,12277,30,3,2,0,0,1
6,1,67.0,7,27273,6,2,2,0,0,1
18,0,80.0,12,26520,24,3,1,2,0,1
62,1,63.49,3,9313,13,4,2,2,0,1
119,0,131.4,9,8157,2,4,3,2,0,0
31,1,114.3,10,6488,2,4,1,2,3,0
88,2,100.72,4,14942,6,4,3,0,0,1
86,1,82.45,3,12918,31,4,3,1,0,1
79,0,125.38,4,9151,28,4,3,1,0,1
60,0,60.0,10,26378,12,3,3,1,0,1
66,0,149.4,9,17736,15,4,2,0,0,0
301,0,52.0,11,33994,18,3,2,0,0,0
208,1,161.1,9,1592,3,4,1,2,1,0
78,1,70.03,3,9022,24,4,3,1,0,1
102,0,87.0,10,16596,16,3,2,0,1,1
34,0,224.67,9,26020,23,3,3,0,1,0
296,1,117.0,9,27986,21,3,4,0,1,0
38,2,120.91,11,12761,4,4,2,2,0,1
72,0,79.56,4,15824,11,4,4,1,0,1
7,2,138.5,10,27242,30,4,2,2,0,1
108,3,72.25,12,32774,21,4,3,1,0,1
29,2,163.46,4,31602,18,4,3,1,1,1
157,1,132.9,6,9433,14,4,3,0,0,0
204,0,72.75,10,17178,9,3,2,2,0,1
47,2,125.1,9,27915,9,4,2,0,3,1
20,2,199.33,12,6290,28,4,2,1,0,1
112,1,107.95,5,19612,2,4,3,1,0,1
57,0,109.65,5,16649,13,4,3,2,3,0
38,1,111.8,10,16381,15,4,1,2,0,1
7,0,95.0,10,1175,30,3,1,0,0,1
78,0,100.0,3,11899,25,3,2,1,0,0
37,1,108.9,6,21358,20,4,2,1,0,1
144,1,105.4,4,28436,22,3,2,1,0,0
301,0,52.0,11,5880,18,4,2,0,0,0
338,1,90.67,10,8351,7,3,2,1,0,1
36,0,102.6,10,7285,13,4,1,0,3,0
159,1,133.2,9,5405,28,4,4,1,0,0
23,0,82.33,3,11623,10,4,3,0,3,1
166,0,110.0,11,16306,1,3,3,0,0,0
4,1,186.33,9,5727,13,4,1,2,0,1
195,1,89.25,9,33582,7,4,5,1,0,1
88,1,112.01,5,19351,29,4,2,2,0,1
24,0,65.0,11,9944,1,2,0,1,0,1
85,0,140.4,5,34555,26,4,2,0,0,0
128,1,90.0,11,13614,26,4,1,1,0,0
8,0,130.0,11,28745,5,3,1,0,0,1
192,0,102.0,9,27599,25,3,3,2,0,0
58,1,132.3,10,7155,10,4,3,1,0,0
115,0,108.0,10,21046,13,4,1,0,3,0
80,3,147.9,7,19587,8,4,2,1,0,1
8,0,89.0,10,26387,20,2,1,0,0,1
88,1,58.9,4,147,8,4,2,1,3,1
25,0,85.0,10,34635,9,3,2,2,0,1
43,2,114.3,3,4194,11,4,1,0,0,1
9,0,0.0,6,7071,3,4,2,0,0,1
271,1,101.33,9,6035,21,4,3,0,0,0
48,2,115.5,7,30162,9,4,1,2,0,1
35,1,145.35,9,5042,18,4,2,0,0,1
0,1,73.0,11,19186,30,2,1,0,0,1
41,1,98.1,6,43,27,4,1,1,3,0
32,1,73.0,11,21090,20,3,2,0,0,1
59,2,156.3,6,8941,3,4,2,1,0,1
4,2,107.0,3,14748,22,4,2,0,0,1
6,1,108.0,2,29641,20,4,1,0,0,1
123,1,100.8,4,35039,30,4,1,1,0,0
61,1,74.8,12,24872,22,4,3,2,3,1
179,0,141.3,10,17981,7,4,2,0,0,0
213,0,130.0,6,17286,7,3,3,0,0,0
349,0,90.0,10,5659,4,4,5,1,0,0
322,0,52.0,12,19685,9,3,2,0,0,1
28,1,74.8,12,31385,4,4,3,2,3,1
18,1,133.0,9,20041,22,4,3,0,0,1
240,0,80.75,10,12829,27,4,3,1,3,0
118,0,125.0,9,34588,18,3,0,1,0,0
1,0,68.0,12,28876,27,4,0,2,3,1
4,0,152.2,9,4388,20,3,1,0,3,1
12,0,161.0,12,10592,10,4,1,0,0,1
280,0,110.0,9,23583,19,3,2,1,0,0
103,2,93.6,12,20126,7,4,1,0,0,0
64,1,109.65,10,28013,15,4,3,2,0,1
0,2,0.0,1,33393,5,1,3,0,0,1
16,1,98.0,1,30395,15,4,2,1,0,1
273,0,95.0,5,19067,13,3,2,1,0,0
2,1,104.0,6,3266,14,4,2,0,3,1
2,0,206.0,4,17936,23,4,4,2,0,0
6,0,0.0,12,36250,10,4,2,0,1,1
1,0,0.0,8,3595,12,1,2,0,0,1
40,1,6.0,1,2694,14,4,3,0,0,1
123,3,90.0,11,10329,28,4,1,1,0,1
45,2,96.9,12,17621,12,4,3,1,0,1
290,0,72.0,6,14808,17,3,2,1,0,0
258,2,88.83,10,14459,29,4,2,2,0,1
44,0,75.0,2,32414,17,3,3,0,0,1
40,1,6.67,1,937,14,4,3,0,0,1
2,1,65.0,12,31900,17,2,1,2,0,1
15,1,141.68,9,17428,15,4,2,0,0,1
116,0,90.38,2,20825,28,3,5,3,0,1
0,0,65.0,10,14165,12,2,0,1,0,1
32,0,78.3,2,23990,6,4,1,0,0,0
161,0,130.0,3,31159,25,3,2,1,1,0
5,0,76.8,9,7390,8,3,4,0,3,1
100,1,164.9,5,33534,15,4,4,2,1,1
76,0,80.1,3,17792,31,4,3,0,3,0
2,0,65.0,12,26510,2,2,1,0,0,1
0,1,110.7,6,32095,9,4,1,0,0,1
167,0,78.2,10,15987,5,3,2,0,0,0
164,0,100.0,10,17278,2,3,2,0,0,1
118,2,110.8,12,28257,28,4,4,1,0,0
0,1,0.0,10,5284,25,1,1,0,0,1
58,1,75.0,11,204,19,3,1,2,0,1
87,0,97.71,6,8952,9,4,3,0,0,1
181,0,78.48,10,18114,11,4,1,0,3,0
265,1,115.0,6,19863,24,3,2,0,1,0
39,0,68.76,2,23310,22,4,4,1,0,1
37,0,105.0,10,31230,13,3,3,0,0,1
62,1,152.1,9,19784,11,4,0,2,0,1
99,0,93.08,4,3141,17,4,2,2,0,0
187,1,90.95,8,29782,25,4,4,2,0,1
315,0,52.0,12,5804,2,3,2,0,0,1
22,2,96.9,11,25950,17,4,3,1,0,1
16,1,120.0,12,8364,29,4,3,0,3,1
101,2,94.5,7,32971,15,4,1,0,3,1
11,1,227.15,8,23542,24,4,3,0,0,1
5,0,98.0,1,5671,23,4,1,0,0,1
56,0,120.0,6,23860,8,3,1,0,0,1
145,0,94.5,8,19802,29,3,1,2,1,1
208,2,112.5,8,4501,21,4,0,2,0,0
0,2,155.0,9,34813,15,4,1,0,0,1
242,1,96.3,8,17919,19,4,2,0,0,0
8,1,76.5,8,10061,13,4,5,2,0,0
82,1,93.6,12,16106,23,4,1,0,0,1
177,1,99.3,7,36026,19,4,3,0,0,1
92,0,100.0,3,18881,26,3,1,2,0,0
7,0,72.25,6,5098,20,3,3,1,3,1
122,0,86.0,3,23903,27,3,1,2,1,1
0,0,75.0,3,29835,24,3,1,0,0,1
335,0,80.0,10,19138,13,3,3,0,0,1
67,0,75.95,3,25412,10,4,3,1,0,1
83,1,105.3,3,35620,25,4,2,1,0,1
304,0,89.0,11,14699,3,3,3,0,0,0
20,0,98.4,10,28304,12,4,5,1,0,1
6,1,141.0,6,12776,27,4,3,1,0,1
32,0,143.28,11,17518,8,4,2,0,0,0
109,0,152.1,8,9994,24,4,4,0,0,0
5,0,117.0,11,22914,4,4,1,0,0,1
35,2,88.0,11,17867,23,4,1,0,3,1
55,1,168.3,9,23314,10,4,1,1,0,1
163,0,100.0,6,18545,5,3,2,2,0,0
71,0,120.0,6,12933,14,3,3,0,0,1
257,0,101.5,7,16842,1,3,2,0,1,0
126,1,111.35,5,11014,9,4,5,1,0,1
64,0,101.52,9,10443,28,3,3,0,0,1
89,3,79.2,11,29613,19,4,1,1,3,1
7,1,67.0,11,2424,17,2,1,0,0,1
45,0,65.0,4,29481,10,2,0,1,0,0
73,2,159.3,5,23485,25,4,2,0,0,1
155,2,218.03,7,21755,10,4,5,3,1,0
101,0,142.2,7,1887,22,4,2,0,0,0
37,2,88.0,12,13875,2,4,2,0,3,1
2,1,167.0,7,7012,1,4,1,0,0,1
76,1,165.6,12,30494,5,4,2,1,0,1
267,0,77.73,12,14483,23,4,7,2,0,0
4,0,144.8,5,6010,20,3,1,0,0,1
0,0,190.0,4,10739,16,4,1,1,0,1
28,0,97.0,9,12854,10,3,2,0,0,1
54,1,113.4,6,22771,20,4,3,1,0,1
45,0,86.4,11,33968,19,4,1,1,0,0
192,0,95.0,6,503,24,3,2,0,0,1
10,1,131.0,4,10883,22,4,1,0,0,1
222,2,72.9,12,12860,2,4,2,1,0,0
11,1,76.93,11,10586,18,4,7,3,0,0
54,0,54.46,3,7559,28,4,4,1,3,1
4,1,90.0,5,7473,23,3,1,1,0,1
28,0,0.0,12,28183,16,1,2,0,0,1
155,2,143.07,8,16063,26,4,2,0,0,0
133,1,84.33,3,6211,11,3,2,1,0,1
56,0,120.0,6,18957,8,3,1,0,0,1
141,2,133.65,9,2948,4,4,2,2,0,1
12,1,92.0,1,30966,2,4,2,2,0,1
30,1,83.8,11,20735,29,4,4,0,3,1
177,1,68.68,10,32207,30,3,3,2,0,1
37,1,89.1,6,17711,21,4,3,0,3,1
34,1,89.1,6,5016,26,4,0,2,3,1
100,1,55.96,7,8300,31,4,2,0,0,1
107,2,189.0,7,30382,13,4,4,0,1,1
245,0,96.3,10,29775,28,4,2,0,0,0
32,1,68.0,10,6386,26,3,4,1,0,1
92,1,81.95,6,2099,20,4,3,1,3,1
275,0,62.8,6,27780,4,3,1,1,0,0
29,1,66.18,12,31137,2,2,2,0,0,1
97,0,75.0,5,29813,15,3,3,2,0,1
60,0,76.5,3,16072,10,4,1,0,3,0
178,0,103.69,8,23746,31,4,2,0,0,0
55,2,142.2,9,29970,1,4,3,1,0,1
116,0,61.0,2,11816,28,3,1,2,0,0
156,2,111.35,7,8105,16,4,3,2,0,0
17,0,48.0,10,10525,16,3,2,0,0,1
285,0,100.0,10,21722,3,3,3,1,0,0
6,1,130.0,3,22909,23,4,3,0,3,1
41,0,65.0,12,24616,27,3,1,0,0,1
18,2,148.0,12,13480,30,4,2,1,0,1
91,2,127.8,7,22857,16,4,1,2,0,1
14,2,102.41,5,25770,23,4,2,1,0,1
219,0,76.67,9,31423,4,3,2,1,0,1
110,0,94.5,7,24288,25,3,1,2,1,0
115,2,132.3,10,33296,9,4,1,2,0,0
180,0,70.0,10,25067,16,3,1,0,0,0
17,1,107.7,2,2082,19,4,7,3,0,0
113,0,72.25,7,5708,14,3,3,1,0,1
35,1,107.1,3,16737,27,4,0,2,3,1
71,2,124.95,4,19966,23,4,3,2,0,1
155,2,137.7,7,2740,17,4,1,2,0,0
21,1,164.0,9,29801,19,4,0,1,0,0
31,0,75.0,9,36045,16,3,2,1,0,1
8,0,108.57,5,29811,10,4,2,0,0,0
41,0,65.0,12,14155,27,3,1,0,0,1
31,0,77.0,11,15001,13,2,2,2,0,1
94,1,72.25,12,13681,3,4,2,0,0,1
83,1,102.6,12,33521,26,4,2,1,0,1
132,2,162.0,9,24649,22,4,3,0,0,1
86,1,65.0,5,30270,20,3,2,1,0,1
117,1,105.3,5,26753,5,4,3,0,0,1
12,1,12.0,8,25463,25,4,2,0,0,1
1,1,133.98,10,26455,7,4,2,0,3,1
223,1,92.28,9,29789,29,4,3,1,0,1
7,2,205.0,10,33610,7,4,2,1,0,1
155,1,115.68,8,19349,9,4,4,0,0,0
14,0,95.0,10,3844,14,2,3,0,0,1
122,0,85.0,4,1020,15,4,2,0,0,0
4,0,159.0,9,6676,15,4,1,0,0,1
276,0,61.0,5,8769,13,3,3,2,0,0
84,1,85.5,8,35741,3,4,2,1,0,1
51,1,108.0,10,10094,5,4,2,0,3,0
69,1,90.95,10,27327,17,3,3,1,0,1
5,0,105.0,10,34952,26,2,1,0,0,1
103,1,106.59,7,26728,15,4,5,2,0,1
184,0,98.1,10,27359,12,4,1,0,3,0
386,1,115.0,10,18495,23,3,0,2,1,0
24,0,166.0,6,31051,27,4,0,1,0,0
41,0,85.67,3,11286,13,2,1,2,0,1
17,2,114.0,11,2455,12,4,1,1,3,1
99,0,236.52,10,9248,21,4,3,2,1,0
21,1,85.0,3,8390,14,4,3,1,0,1
34,1,158.4,10,8025,2,4,1,2,0,1
5,0,0.0,3,12423,16,1,2,0,2,1
25,2,172.0,3,20326,26,4,2,2,0,1
80,0,60.0,2,9375,22,3,3,1,0,1
80,0,93.6,11,907,12,4,1,1,0,0
19,0,90.0,10,34321,6,3,3,0,0,1
15,1,0.0,8,26931,28,1,1,0,0,1
157,0,75.27,8,26719,21,4,3,2,0,0
46,0,85.5,10,35066,24,3,3,1,0,1
66,0,75.0,10,13815,9,3,2,1,0,1
29,1,96.3,10,9539,13,4,4,0,0,1
238,2,114.48,6,23788,18,4,1,0,0,0
115,0,76.0,2,25776,27,3,3,2,0,1
87,1,85.5,3,24144,25,4,2,1,3,0
199,0,77.89,12,18022,28,4,4,2,0,0
63,1,109.8,9,20759,3,4,1,0,0,1
35,0,95.4,3,15564,16,4,4,0,0,1
5,2,133.33,11,10783,4,4,2,1,3,1
14,1,147.0,5,8337,29,4,0,1,0,1
71,1,190.8,10,9350,22,4,1,2,0,1
55,0,129.6,10,2609,21,4,2,2,0,1
159,1,106.74,7,6145,6,4,5,2,0,0
55,0,168.3,8,32554,16,4,3,0,0,0
183,1,110.0,9,6214,8,4,3,0,0,0
51,1,63.75,3,24443,10,4,3,1,3,1
51,2,109.8,9,8540,4,4,0,1,0,1
45,1,98.1,11,28577,30,4,2,0,0,1
159,0,144.0,9,34637,19,3,2,1,0,0
1,1,67.0,8,10300,17,2,2,0,0,1
69,2,137.7,4,15755,21,4,2,0,0,1
75,1,65.0,12,8342,9,2,1,0,0,1
65,1,79.2,11,6811,26,4,1,2,3,1
209,0,89.2,9,3229,6,4,2,2,0,0
12,0,85.0,2,14909,5,4,2,1,0,0
37,0,95.0,10,7132,13,3,3,0,0,1
54,1,160.47,7,29136,27,4,2,0,0,1
63,2,106.88,9,568,3,4,2,2,0,1
33,2,207.9,8,30017,24,4,3,0,0,1
253,1,140.4,10,7985,7,4,2,1,0,0
279,0,110.0,10,23565,12,3,3,0,0,0
99,3,89.25,10,5786,10,4,1,2,0,1
24,1,112.0,1,16188,2,3,1,1,0,1
32,0,95.0,10,3099,10,2,0,1,0,1
1,2,92.0,2,35355,3,4,2,0,0,1
143,0,100.0,8,4336,25,3,3,0,0,1
8,2,80.0,8,30522,19,4,5,2,0,1
96,0,123.5,9,22123,28,3,1,1,1,0
116,0,70.0,2,28722,28,3,1,2,0,0
98,1,79.2,12,13593,2,4,2,0,3,1
57,0,81.9,4,24359,1,4,2,1,3,0
210,0,86.0,10,25193,8,3,3,1,1,0
257,0,80.0,7,27966,1,3,2,0,1,1
27,0,137.76,6,32110,19,4,3,2,0,0
292,0,115.0,7,15069,21,3,2,0,1,0
125,1,110.93,8,7217,3,4,6,2,0,1
13,0,131.89,12,1790,2,4,4,2,0,1
10,0,92.0,2,31884,2,4,2,0,0,1
219,0,76.67,9,12430,4,3,2,1,0,1
16,3,116.75,9,20007,9,4,4,0,0,1
80,1,88.0,12,6739,2,4,2,0,3,1
195,2,112.2,8,13024,17,4,5,2,0,0
52,1,99.9,6,18851,20,4,3,1,0,1
15,0,109.0,5,5468,7,4,1,2,3,0
15,0,119.0,9,13164,5,4,0,1,3,1
11,1,57.98,1,12535,28,4,1,0,3,1
77,1,145.8,11,17525,6,4,2,2,0,1
0,1,108.0,1,20544,4,4,0,1,0,1
55,0,62.67,12,22702,31,3,3,0,0,1
68,0,65.0,9,7042,29,3,2,0,0,1
46,1,60.0,11,26874,6,3,2,1,0,1
1,0,85.0,2,31902,15,4,1,1,0,1
3,0,95.0,10,35425,20,3,1,0,0,1
109,0,159.9,10,16264,29,4,1,2,0,0
69,2,110.08,4,4021,17,4,2,2,0,1
6,0,95.0,4,3468,20,0,2,0,0,1
31,0,63.0,3,12505,17,3,5,2,0,1
105,0,75.0,4,12512,6,3,1,0,0,0
29,0,75.0,10,24223,27,3,3,0,0,1
29,0,95.0,5,21704,20,2,1,0,0,1
18,1,101.25,8,32339,31,4,3,1,0,0
104,1,72.25,4,2815,18,4,3,1,3,0
188,0,130.0,6,28280,15,3,2,0,0,0
14,1,114.0,9,4793,15,4,2,0,0,1
359,1,78.0,10,28711,14,3,3,2,0,0
27,0,137.0,4,315,17,4,0,1,0,0
70,0,87.3,2,17499,18,4,3,0,0,1
110,0,120.0,10,27171,9,3,0,1,0,1
63,2,88.4,11,15633,17,4,3,1,0,1
174,0,70.0,10,1915,10,4,1,1,0,0
96,1,57.6,12,34074,4,4,2,2,3,1
1,1,127.0,12,17067,30,4,3,0,0,1
21,2,102.85,6,5760,9,4,1,0,0,1
130,1,114.3,5,12285,6,4,2,0,0,1
129,0,126.9,6,32212,2,4,3,0,0,0
322,0,80.0,5,33502,19,3,3,1,0,0
1,0,86.25,12,12005,23,4,3,0,0,1
94,0,123.3,7,6656,21,4,3,1,0,1
5,1,65.0,11,6362,15,2,3,0,0,1
6,0,65.0,12,31057,8,2,2,0,0,1
142,0,104.76,8,13874,3,4,6,2,0,0
317,0,120.0,9,17785,15,3,2,0,0,0
71,1,0.0,11,35294,12,1,1,1,0,1
2,1,72.38,4,12286,20,4,3,0,3,1
10,1,153.0,8,19435,20,4,1,0,3,1
4,1,140.0,10,19461,3,4,2,1,3,1
32,1,91.05,11,15953,10,4,3,2,0,1
97,0,58.6,3,16287,12,4,5,2,3,1
90,1,114.3,4,10309,15,4,2,1,0,1
83,1,79.2,11,1237,19,4,1,1,3,1
7,1,151.0,6,2813,9,4,3,1,0,1
106,2,91.6,12,22827,25,4,1,2,0,1
89,0,119.85,5,22349,11,4,4,0,0,1
20,0,119.0,9,26669,19,2,1,1,0,1
1,0,114.0,9,10779,13,4,0,1,3,1
54,3,139.6,12,33857,24,4,1,2,0,1
61,0,159.3,5,13916,7,4,1,2,0,0
14,1,90.0,2,2183,8,4,0,1,3,1
28,0,130.0,10,15205,29,3,1,0,0,1
187,0,78.41,10,11178,10,4,2,1,0,0
290,0,72.0,6,5196,17,4,2,1,0,0
14,1,67.76,12,6547,1,4,2,0,3,1
29,1,86.93,3,34231,8,4,3,0,0,1
65,0,148.5,7,12758,9,4,1,1,0,0
196,1,97.75,8,31472,24,4,4,1,0,1
11,0,95.0,3,8900,10,4,2,0,3,1
259,1,73.95,12,10406,7,4,4,0,0,1
256,2,67.5,11,13192,27,4,0,1,3,1
